title,status,url,latitude,longitude,solicitation,subprogram,name,project_lead,funding_awarded,state,start_date,brief_description,principal_investigator,other_partners,topic_area,end_date,project_identifier,solicitation_url
Sustainable Manufacturing of Acrylonitrile,Active,,35.91828,-83.99991,Multi-Topic FOA Fiscal Year 2021,Energy- and Emissions-Intensive Industries,Sustainable Manufacturing of Acrylonitrile,"Trillium Renewable Chemicals     
",2500000,TN,10/1/2022,"Trillium Renewable Chemicals will lead a team to design, build, and operate a pilot plant that converts a biobased glycerol feedstock into acrylonitrile. The impacts include low production cost and reduced water and carbon intensity compared to the state-of-the-art.  ",,,Sustainable Chemistry Practices in Manufacturing ,9/30/2025,,https://www.energy.gov/eere/amo/doe-awards-579-million-reduce-industrial-emissions-and-manufacture-clean-energy
Combined Heat and Power Technical Assistance Partnership for the Southeast U.S.,Active,,35.8148,-78.72022,Combined Heat and Power TAPs,Technical Assistance and Workforce Development,combined Heat and Power Technical Assistance Partnership for the Southeast U.S.,North Carolina State University,2850000,NC,,"The combined Heat and Power Technical Assistance Partnerships promote and assist in transforming the market for CHP, waste heat to power, and district energy technologies/concepts throughout the United States. Key services include end user and stakeholder engagement and technical support for CHP deployment.",Wen Isaac Panzarella,,CHP TAPs,10/31/2023,,https://betterbuildingssolutioncenter.energy.gov/chp/chp-taps
Combined Heat and Power Technical Assistance Partnerships,Active,,40.70879,-74.00322,Combined Heat and Power TAPs,Technical Assistance and Workforce Development,combined Heat and Power Technical Assistance Partnerships,Pace University,2951837,NY,,"The combined Heat and Power Technical Assistance Partnerships promote and assist in transforming the market for CHP, waste heat to power, and district energy technologies/concepts throughout the United States. Key services include end user and stakeholder engagement and technical support for CHP deployment.",Thomas Bourgeois,,CHP TAPs,8/31/2023,,https://betterbuildingssolutioncenter.energy.gov/chp/chp-taps
New England combined Heat and Power Technical Assistance Partnership,Active,,44.90172,-68.66814,Combined Heat and Power TAPs,Technical Assistance and Workforce Development,New England combined Heat and Power Technical Assistance Partnership,University of Maine,2498744,ME,,"The combined Heat and Power Technical Assistance Partnerships promote and assist in transforming the market for CHP, waste heat to power, and district energy technologies/concepts throughout the United States. Key services include end user and stakeholder engagement and technical support for CHP deployment.",David Dvorak,,CHP TAPs,11/30/2023,,https://betterbuildingssolutioncenter.energy.gov/chp/chp-taps
Northwest combined Heat and Power Technical Assistance Partnerships,Active,,46.72632,-117.15213,Combined Heat and Power TAPs,Technical Assistance and Workforce Development,Northwest combined Heat and Power Technical Assistance Partnerships,Washington State University,2707500,WA,,"The combined Heat and Power Technical Assistance Partnerships promote and assist in transforming the market for CHP, waste heat to power, and district energy technologies/concepts throughout the United States. Key services include end user and stakeholder engagement and technical support for CHP deployment.",David Van Holde,,CHP TAPs,8/14/2023,,https://betterbuildingssolutioncenter.energy.gov/chp/chp-taps
Mid-Atlantic combined Heat and Power Technical Assistance Partnership,Active,,40.80927,-77.86337,Combined Heat and Power TAPs,Technical Assistance and Workforce Development,Mid-Atlantic combined Heat and Power Technical Assistance Partnership,The Pennsylvania State University,2710000,PA,,"The combined Heat and Power Technical Assistance Partnerships promote and assist in transforming the market for CHP, waste heat to power, and district energy technologies/concepts throughout the United States. Key services include end user and stakeholder engagement and technical support for CHP deployment.",Dr. James Freihaut,,CHP TAPs,8/31/2023,,
Southcentral/Upper combined Heat and Power Technical Assistance Partnership,Active,,30.17724,-95.49666,Combined Heat and Power TAPs,Technical Assistance and Workforce Development,Southcentral/Upper combined Heat and Power Technical Assistance Partnership,Houston Advanced Research Center,4212500,TX,,"The combined Heat and Power Technical Assistance Partnerships promote and assist in transforming the market for CHP, waste heat to power, and district energy technologies/concepts throughout the United States. Key services include end user and stakeholder engagement and technical support for CHP deployment.",Dr. Gavin Dillingham,,CHP TAPs,7/31/2023,,https://betterbuildingssolutioncenter.energy.gov/chp/chp-taps
Midwest combined Heat and Power Technical Assistance Partnership (Midwest CHP TAP),Active,,41.88115,-87.68652,Combined Heat and Power TAPs,Technical Assistance and Workforce Development,Midwest combined Heat and Power Technical Assistance Partnership (Midwest CHP TAP),The Board of Trustees of the University of Illinois,4218163,IL,,"The combined Heat and Power Technical Assistance Partnerships promote and assist in transforming the market for CHP, waste heat to power, and district energy technologies/concepts throughout the United States. Key services include end user and stakeholder engagement and technical support for CHP deployment.",Clifford Haefke,,CHP TAPs,8/31/2023,,
West Coast combined Heat and Power Technical Assistance Partnership (CHP TAP),Active,,32.80875,-117.13761,Combined Heat and Power TAPs,Technical Assistance and Workforce Development,West Coast combined Heat and Power Technical Assistance Partnership (CHP TAP),Center for Sustainable Energy,2849958,CA,,"The combined Heat and Power Technical Assistance Partnerships promote and assist in transforming the market for CHP, waste heat to power, and district energy technologies/concepts throughout the United States. Key services include end user and stakeholder engagement and technical support for CHP deployment.",Carol Denning,,CHP TAPs,5/31/2024,,https://betterbuildingssolutioncenter.energy.gov/chp/chp-taps
High Speed Medium Voltage CHP System with Advanced Grid Support,Active,https://www.energy.gov/sites/prod/files/2020/02/f71/1911-Clemson-CHPSystem_compliant.pdf,34.6825,-82.8161,Flexible combined Heat and Power (CHP) FOA,Cross-Sector Technologies,High Speed Medium Voltage CHP System with Advanced Grid Support,"Clemson Unversity
",1499368,SC,10/1/2018,"The project goal is to develop and test a modular control system architecture to enable flexible CHP systems with advanced grid support functionality. The distributed control system architecture will enable facilities to more effectively utilize innovative power electronics equipment and controls to seamlessly interconnect CHP systems with the power grid. Additionally, the modular nature of the power converter will support voltage and power escalation without major system changes or deployment time reduction, and facilitate lower cost generation into the grid. The high-efficiency SiC-based control system will be designed to integrate with gas turbine generation systems ranging from 1 to 20 MW of power production capacity. The system will comply with the Institute of Electrical and Electronics Engineers (IEEE) P1547 standard for interconnecting distributed resources with  electric power systems, as well as the IEEE P2030.7 standard for the specification of microgrid controllers. At the end of the project, the system is also expected to be ready for UL certification.",,,combined Heat and Power & District Energy,7/31/2023,,
"Modifications to Solar Titan 130 Combustion System for Efficient, High Turndown Operation",Inactive,https://www.energy.gov/eere/amo/downloads/modifications-solar-titan-130-combustion-system-efficient-high-turndown-operation,29.47379,-98.61221,Flexible combined Heat and Power (CHP) FOA,Cross-Sector Technologies,"Modifications to Solar Titan 130 Combustion System for Efficient, High Turndown Operation",Southwest Research Institute,1218785,TX,10/1/2018,"Many gas turbines use dry low emission (DLE) combustion systems, which rely on lean premixed combustion to reduce the flame temperature and emissions of nitrogen oxide (NOx) and carbon monoxide (CO). While operation of many gas turbines at less than 50% of rated capacity is possible, the methods used to reduce the amount of air entering the combustor result in significant efficiency penalties for the turbine. The project team will explore different options to develop a combustion system that will allow for efficient part load operation of the turbine while maintaining low NOx and CO emissions. Increasing the efficiency of the turbine at part load conditions and expanding the lean operating envelope of the turbine to 30%-40% of rated capacity will significantly enhance the ability of a gas turbine driven CHP system to provide advanced grid services.",,"Solar Turbines, inc.; Electric Power Research Institute; Georgia Institute of Technology; University of California, Irvine",combined Heat and Power & District Energy,9/30/2022,,
Energy-Efficient Selective Removal of Metal Ions from Mining Influenced Waters Using H-Bonded Organic-Inorganic Frameworks,Active,,35.2227,-97.4395,NAWI Budget Period 2 External Selections,Cross-Sector Technologies,Energy-Efficient Selective Removal of Metal Ions from Mining Influenced Waters Using H-Bonded Organic-Inorganic Frameworks,Rio Tinto Services Inc.,510000,OK,8/10/2022,"This project intends to validate an emerging class of adsorption materials, termed Hydrogen-Bonding-Inorganic Frameworks (HOIFs), as an energy efficient, scalable, and economically attractive alternative to traditional metal extraction routes in acid mine draining.
",Santiago Barrera-Rameriz,,Energy Water Nexus,8/10/2025,,
