Project_Title,Awardees,CID,SUBPROGRAM,SUBPROGRAM_NODE,Award_Type,FOA_NAME,FOA_Acronym,Status,Award_Start_Date,Award_End_Date,Total_Government_Share,Cost_Share,City,State,Zip_Code,Node,Latitude,Longitude,Principal_Investigator,Project_Description
Low-Cost Heliostat Development,HiTek Services,DE-EE0003593,Concentrating Solar Power,node/790241,Funding Opportunity,Baseload Concentrating Solar Power,CSP Baseload,Inactive,8/1/2010,12/31/2013,"$1,762,345.07","$611,438.39",Owens Crossroads,AL,35763-9236,node/790546,34.588146,-86.458877,Stephen Kusek,"HiTek Services, under the Baseload CSP FOA, is conducting fundamental parametric analyses of the optimum heliostat size and developing a novel low-cost heliostat design."
Low-Cost Solar Thermal Collector,Suntrough Energy,DE-EE0003591,Concentrating Solar Power,node/790241,Funding Opportunity,Baseload Concentrating Solar Power,CSP Baseload,Inactive,9/1/2010,2/28/2013,"$446,814.39","$539,065.50",Chatsworth,CA,91311-4411,node/790576,34.264513,-118.531176,Philip H. Lee,"SunTrough, under the Baseload CSP FOA, is developing a new class of solar concentrators with geometries and manufacturability that can significantly reduce the fully installed cost of the solar collector field. SunTrough Energy is working to develop a single-axis tracking, line-focus solar concentrator and a pilot manufacturing facility under this award. The new Articulating Planar Fresnel Collector (APFC) design is supported by dedicated component manufacturing facilities and supply chain management."
Modular and Scalable Baseload Molten Salt Plant Conceptual Design and Feasibility,eSolar,DE-EE0003595,Concentrating Solar Power,node/790241,Funding Opportunity,Baseload Concentrating Solar Power,CSP Baseload,Inactive,9/1/2010,6/30/2012,"$4,390,612.77","$1,417,076.00",Pasadena,CA,91103-3628,node/790536,34.16424,-118.083005,Craig Tyner,"eSolar, under the Baseload CSP FOA, is designing a 100-MW, 75% capacity factor, molten salt power tower plant, based around a molten salt receiver and heliostat field module with a nominal thermal rating of 50 MWth. They are taking a modular approach, which can be scaled through replication of the receiver/field module to meet output and capacity factor requirements."
Next-Generation Low-Cost Reflector,PPG Industries,DE-EE0003586,Concentrating Solar Power,node/790241,Funding Opportunity,Baseload Concentrating Solar Power,CSP Baseload,Inactive,9/1/2010,11/30/2016,"$749,775.94","$415,529.52",Allison Park,PA,15101-0001,node/790556,40.559483,-79.959213,James McCamy,"PPG, under the Baseload CSP FOA, is producing a durable first-surface mirror with improved optical performance and geometry design to reduce the unit cost of the reflector subcomponent in a concentrating solar power (CSP) application. PPG Industries is creating an ultra-large, front-surface glass mirror with an inorganic protective hardcoat. This approach is working toward reduced operation and maintenance costs and a lower overall unit cost of the reflector assembly. Moving to a larger-sized glass reflector also reduces manufacturing costs because fewer mirrors are needed. The project aims to achieve an estimated levelized cost of electricity (LCOE) of less than $0.08/kWh."
Solar Power Tower Improvements with the Potential to Reduce Costs,Pratt & Whitney Rocketdyne,DE-EE0003594,Concentrating Solar Power,node/790241,Funding Opportunity,Baseload Concentrating Solar Power,CSP Baseload,Inactive,9/1/2010,7/31/2015,"$1,893,194.00","$742,569.00",Canoga Park,CA,06101-1234,node/790731,35.282056,-119.920682,Michael McDowell,"Rocketdyne, under the Baseload CSP FOA, is designing, fabricating, and testing a several components of a molten salt solar power tower that is in line with SunShot Initiative cost targets."
"Collaborative Atomic-Scale Design, Analysis, and Nanofabrication for Record Breaking, Single-Crystal Cells",University of Texas at El Paso,DE-EE0005958,Photovoltaics,node/790881,Funding Opportunity,Bridging Research Interactions through Collaborative Development Grants in Energy,BRIDGE,Inactive,11/15/2012,3/31/2018,"$892,553.19",$0.00,El Paso,TX,79901-1000,node/790956,31.759737,-106.478871,David Zubia,This project allows researchers to use Los Alamos National Laboratory's Center for Integrated Nanotechnologies facility to create a molecular dynamics simulation capability to address fundamental barriers to achieving high open-circuit voltages in cadmium telluride or cadmium sulfide solar cells.
Developing a transparent emitter layer for CIGS solar cells ,National Renewable Energy Laboratory,Lab25860,Photovoltaics,node/790881,Funding Opportunity,Bridging Research Interactions through Collaborative Development Grants in Energy,BRIDGE,Inactive,1/1/2013,6/30/2016,"$300,000 ",$0.00,Golden,CO,80401,node/790956,39.715877,-105.231183,Steven Christensen,"Under this $300,000 award, NREL and the SLAC National Accelerator Laboratory are developing and characterizing a transparent emitter layer for CIGS solar cells through synchrotron investigations."
Developing Spectroscopic Photoemission Electron Microscopy (spec-PEEM) for Imaging Nanoscale Variations in the Chemical and Electronic Structure of Thin-Film Photovoltaics,Sandia National Laboratories ,Lab25859,Photovoltaics,node/790881,Funding Opportunity,Bridging Research Interactions through Collaborative Development Grants in Energy,BRIDGE,Inactive,1/1/2013,6/30/2016,"$900,000 ",$0.00,Albuquerque,NM,87123,node/790956,35.0499,-106.475926,Calvin Chan,"With $900,000, Sandia is using the Center for Integrated Nanotechnologies (CINT) facility to develop spectroscopic photoemission electron microscopy (PEEM). The project focuses on understanding nanoscale variations in the chemical and electronic structure of thin film photovoltaic materials and their limitations on photovoltaic device performance."
How Grain Boundaries Affect The Efficiency of Poly-CdTe Solar-Cells,University of Illinois at Chicago,DE-EE0005956,Photovoltaics,node/790881,Funding Opportunity,Bridging Research Interactions through Collaborative Development Grants in Energy,BRIDGE,Inactive,11/15/2012,8/15/2016,"$903,044 ",$0.00,Chicago,IL,60290-0000,node/790956,41.85,-87.65,Robert Klie,The goal of this project is to develop a fundamental understanding of the role of grain boundaries on the minority carrier lifetime and Voc in CdTe thin films by (a) fabricating epitaxial CdTe thin films on b-crystal substrates with well-defined grain boundary structures; (b) studying the atomic and electronic structures of the grain boundary dislocation cores and interfacial transport properties; and (c) performing first-principles calculations to determine the density of mid-gap states and find potential passivants.
In-Situ Roll-To-Roll Printing of Highly Efficient Organic Solar Cells,Stanford University,DE-EE0005960,Photovoltaics,node/790881,Funding Opportunity,Bridging Research Interactions through Collaborative Development Grants in Energy,BRIDGE,Inactive,11/15/2012,2/28/2016,"$854,999.00",$0.00,Menlo Park,CA,94025-1000,node/790956,37.448491,-122.180281,Zhenan Bao,The goal of this project is to develop a roll-to-roll printing setup for organic solar cells that will capture important aspects of existing industrial printing methods and will allow the printing process to be studied in-situ with both small and wide angle X-ray scattering. This novel ability will enable a more rapid rate of improvement in solar cell performance by allowing the team to directly tune the printing conditions and the ink formulations based on the feedback from the scattering experiments.
In-situ X-Ray Analysis of Rapid Thermal Processing for Thin-Film Solar Cells: Closting the Gap between Production and Laboratory Efficiency,Stanford University,DE-EE0005951,Photovoltaics,node/790881,Funding Opportunity,Bridging Research Interactions through Collaborative Development Grants in Energy,BRIDGE,Inactive,11/15/2012,2/28/2017,"$895,213.30",$0.00,Stanford,CA,94305-1000,node/790956,37.413576,-122.168928,Michael Toney,"The goal of this project is to investigate coupled intrinsic thermo-mechanical and photo-chemical degradation mechanisms that determine the reliability and operational lifetimes for concentrated photovoltaic (CPV) technologies. Stanford, is working in collaboration with NREL and Spectrolab on this project. The research approach will result in quantitative metrologies to characterize degradation processes during PV operation, detailed kinetic models of degradation mechanisms, and reliability benchmarking of materials and interfaces in CPV devices and modules. The approach is based on fundamental materials science and reliability physics and development of accelerated testing protocols for more accurate lifetime predictions."
In-Situ X-ray Nanocharacterization of Defect Kinetics in Solar Cell Materials ,Arizona State University,DE-EE0005948,Photovoltaics,node/790881,Funding Opportunity,Bridging Research Interactions through Collaborative Development Grants in Energy,BRIDGE,Inactive,12/14/2015,8/14/2016,"$854,999 ",$0.00,Tempe,AZ,85280-0001,node/790956,33.43,-111.93,Mariana Bertori,ASU is focusing on in-situ x-ray nanocharacterization of defect kinetics in solar cell materials using facilities at Argonne National Laboratory.
Novel Photon Management for Thin-Film Photovoltaics,University of Utah,DE-EE0005959,Photovoltaics,node/790881,Funding Opportunity,Bridging Research Interactions through Collaborative Development Grants in Energy,BRIDGE,Inactive,11/15/2012,8/14/2016,"$449,814 ",$0.00,Salt Lake City,UT,84101-1000,node/790956,40.756393,-111.898592,Rajesh Menon,"The goal of this project is to enable commercially viable thin-film photovoltaics with efficiencies greater than 20% using a novel optical spectral-separation technique at costs below current technologies. The team is developing processes for cost-effective manufacturing of integrated arrays of PV cells, for manufacturing polychromats in glass and for packaging the entire device."
Rational Design of Wide Band Gap Buffer Layers  for High-Efficiency Thin-Film Photovoltaics,Lawrence Livermore National Laboratory,Lab25853,Photovoltaics,node/790881,Funding Opportunity,Bridging Research Interactions through Collaborative Development Grants in Energy,BRIDGE,Inactive,10/1/2013,10/24/2018,"$900,000 ",$0.00,Berkeley,CA,94720,node/790956,37.870151,-122.259461,Vincenzo Lordi,"DOE provided $900,000 in support of a collaborative effort between LLNL, Lawrence Berkeley National Laboratory (LBNL), Nanosolar, and the University of Illinois to improve efficiencies of thin-film photovoltaics through rational design of wide band gap buffer layers."
Three-Dimensional Minority Carrier Lifetime Mapping of Thin Film Semiconductors for Solar Cell Applications,PLANT PV,DE-EE0005953,Photovoltaics,node/790881,Funding Opportunity,Bridging Research Interactions through Collaborative Development Grants in Energy,BRIDGE,Inactive,11/15/2012,11/14/2015,"$450,000 ","$86,250 ",Mountain View,CA,94040-1671,node/790956,37.378535,-122.086585,Brian Hardin,"The goal of this project is to address the difficulty of accurately measuring bulk minority carrier lifetimes in novel semiconductor materials for thin film photovoltaic cells. Plant PV is developing a two-photon lifetime tomography technique to separate bulk minority carrier lifetime from surface recombination effects. This technique will enable rapid screening of photovoltaic materials by avoiding the need to construct full devices. This project will also develop three-dimensional minority carrier lifetime and charge collection efficiency maps that will be useful in identifying efficiency bottlenecks for new and conventional (e.g., CdTe, CIGS) thin film PV materials."
