Project_Title,Awardees,CID,SUBPROGRAM,SUBPROGRAM_NODE,Award_Type,FOA_NAME,FOA_Acronym,Status,Award_Start_Date,Award_End_Date,Total_Government_Share,Cost_Share,City,State,Zip_Code,Node,Latitude,Longitude,Principal_Investigator,Project_Description
Single-Crystalline InGaAs/InP Dense Micro-Pillar Forest on Poly-Silicon Substrates for Low-Cost High-Efficiency Solar Cells,"University of California, Berkeley",DE-EE0005316,Photovoltaics,node/790881,Funding Opportunity,Next Generation Photovoltaic Technologies 2,NextGen 2,Inactive,9/1/2011,6/30/2016,"$1,499,981.87 ",$0.00 ,Berkeley,CA,94720,node/790976,37.870151,-122.259461,Constance Chang-Hasnain,"Researchers on this project are developing a unique method to grow defect-free, III-V compound micro-pillar structures on single- and poly-crystalline silicon substrates. This approach combines the high conversion efficiencies of compound semiconductor materials with the low costs and scalability of silicon-based materials. The dense forest of micron-sized indium gallium arsenide/ indium phosphide (InGaAs/InP) pillars is excellent for omnidirectional, broadband light trapping and for reducing the amount of rare-earth materials required."
Reduced Cu(Inga)Se2 Thickness In Solar Cells Using A Superstrate Configuration,University of Delaware,DE-EE0005317,Photovoltaics,node/790881,Funding Opportunity,Foundational Program to Advance Cell Efficiency,F-PACE,Inactive,9/1/2011,11/30/2014,"$1,140,710.15 ","$285,249.13 ",Newark,DE,19716,node/790971,39.667357,-75.750231,"William 
Shafarman","To reduce the cost of Cu(InGa)Se2 manufacturing, the research team is halving the thickness of the absorber layer. Project efforts include developing the technology and underlying science for using a superstrate cell configuration, which is essentially an upside-down version of the conventional Cu(InGa)Se2 configuration. The anticipated outcome of the project is a CIGS solar cell with 0.7 micrometer thickness and 17% efficiency. "
"Development of Low-Cost, High Efficiency, Commercial Ready, Advanced Silicon Solar Cells",Georgia Tech,DE-EE0005318,Photovoltaics,node/790881,Funding Opportunity,Foundational Program to Advance Cell Efficiency,F-PACE,Inactive,9/1/2011,12/31/2014,"$1,500,000 ","$375,000 ",Atlanta,GA,30306-2000,node/790971,33.784541,-84.348947,Ajeet Rohatgi,"This research projects uses novel materials and technologies, such as 50 micrometer epi wafers, ion implantation, and light trapping, to raise the efficiency of Si solar cells and modules. The resulting commercial-ready product would represent an approximately 4% increase in efficiency, a  50% - 70% reduction in cell thickness compared to industry standard wafers, and a 40% decrease in the requirement for silver (Ag). Given these improvements, a levelized cost of electricity reduction to approximately $0.05/kWh is possible."
New Materials for Implementing Tandem CIGS,University of Minnesota,DE-EE0005319,Photovoltaics,node/790881,Funding Opportunity,Next Generation Photovoltaic Technologies 2,NextGen 2,Inactive,9/1/2011,10/31/2016,"$1,500,000 ",$0.00 ,Minneapolis,MN,55401-0001,node/790976,44.983654,-93.269357,Steven Campbell,The objective of this program is to develop new methods to integrate photovoltaic (PV) cells within a building integrated photovoltaic (BIPV) application that will result in a breakthrough low installed cost and increased power supply to the residential consumer.
Scalable High-Efficiency Thin-Crystalline Si Cells Enabled By Light Trapping Nanostructures,Massachusetts Institute of Technology,DE-EE0005320,Photovoltaics,node/790881,Funding Opportunity,Next Generation Photovoltaic Technologies 2,NextGen 2,Inactive,9/1/2011,6/30/2014,"$749,870.38 ",$0.00 ,Cambridge,MA,02139-4307,node/790976,42.380327,-71.13891,Gang Chen,"In this project, MIT researchers are developing c-Si thin-film solar cells with a thickness of less than 10 microns at efficiencies greater than 20%. Typical c-Si wafers are about 180 - 250 micrometers thick and account for approximately 30% - 40% of the total module cost. By dramatically reducing the size through nanostructuring surfaces, developing high-performance transparent conductors, and identifying low-cost manufacturing processes, this research effort aims to open a new pathway for meeting cost targets."
Combinatorial Platform for Discovery of Nanocrystal-Ink Based Earth Abundant Element Photovoltaics with Efficiency Greater than 20%,University of Washington,DE-EE0005321,Photovoltaics,node/790881,Funding Opportunity,Next Generation Photovoltaic Technologies 2,NextGen 2,Inactive,9/1/2011,1/31/2016,"$541,865.00 ",$0.00 ,Seattle,WA,98101-1000,node/790976,47.608492,-122.336407,Hugh Hillhouse,"The University of Washington research team is employing the solution-phase chemistry methods used for CZTSSe device fabrication to conduct high-throughput experiments with a novel combinatorial deposition platform. This approach allows for the discovery of alloying and doping strategies that produce a back surface field and defect passivation strategies that can dramatically decrease recombination and increase the minority carrier lifetime. By using photoluminescence, current-voltage, capacitance-voltage, and external quantum efficiency analysis, the researchers hope to rapidly converge on practical routes to high-efficiency CZTSSe-based solar cells. "
CVD-Based Valence-Mending Passivation for Crystalline -SI Solar Cells,Arizona State University,DE-EE0005322,Photovoltaics,node/790881,Funding Opportunity,Foundational Program to Advance Cell Efficiency,F-PACE,Inactive,9/1/2011,12/31/2014,"$1,500,000 ","$200,000 ",Tempe,AZ,85281-3670,node/790971,33.436665,-111.940325,Meng Tao,"The objective of this project is to integrate a new surface passivation technique into crystalline-Si solar cells for significant efficiency improvements and cost reductions. In collaboration with Arizona State University, this project is substituting the silver finger electrode, which is the biggest cost contributor in cell fabrication, with an earth-abundant metal. The researchers are also investigating the passivation of dangling bonds at grain boundaries with the valence-mending approach. The goals are to narrow the efficiency gap to less than 1% between multicrystalline-Si and monocrystalline-Si solar cells, reduce cell costs by $0.10/W, and make c-Si cells ready for terawatt-scale deployment."
Intermediate Bandgap Solar Cells from Nanostructured Silicon,Bandgap Engineering,DE-EE0005323,Photovoltaics,node/790881,Funding Opportunity,Next Generation Photovoltaic Technologies 2,NextGen 2,Inactive,9/1/2011,11/30/2014,"$750,000 ","$196,320.00 ",Woburn,MA,01801-1721,node/790976,42.479262,-71.152276,Marcie Black,"In this project, silicon (Si) nanowire arrays are being used to engineer an intermediate band solar cell (IBSC). The IBSC has a theoretical efficiency of up to 60%; however, the goal is to engineer a 36% efficient solar cell made only with Si. Bandgap Engineering is seeking the early phase demonstration of an IBSC material produced by growing the Si nanowires epitaxially on the surface of an oriented Si wafer to achieve accurate control over crystallographic orientation and faceting of the nanowires, which will selectively increase coupling between specific electronic states."
Pyrite Iron Sulfide Solar Cells Made From Solution,"University of California, Irvine",DE-EE0005324,Photovoltaics,node/790881,Funding Opportunity,Next Generation Photovoltaic Technologies 2,NextGen 2,Inactive,9/1/2011,11/30/2016,"$1,210,094.99 ",$0.00 ,Irvine,CA,92602-0100,node/790976,33.751486,-117.754929,Matt Law,"The goal of this project is to build a prototype solar cell made from nontoxic, inexpensive, and earth-abundant iron pyrite (FeS2), also known as Fool's Gold, with an efficiency of 10% or greater. The research team is developing a stable p-n heterojunction using innovative solution-phase pyrite growth and defect passivation techniques. A pyrite-based device offers a pathway to meeting SunShot cost targets, 20% module efficiency, and terawatt scalability using a proven, manufacturable geometry that is suitable for rapid scale-up by a U.S. thin-film photovoltaic industrial partner."
Development of III-Sb Quantum Dot System for High Efficiency intermediate Band Solar Cells,"University of California, Los Angeles",DE-EE0005325,Photovoltaics,node/790881,Funding Opportunity,Next Generation Photovoltaic Technologies 2,NextGen 2,Inactive,9/1/2011,7/31/2015,"$757,446.39 ",$0.00 ,Los Angeles,CA,90001-0001,node/790976,33.96979,-118.246815,Diana Huffaker,"The goal of this project is to identify and develop a III-Sb quantum dot absorbing medium for intermediate band solar cells (IBSC) via thorough experimental analysis supported by sophisticated band structure modeling. This is of interest because the theoretical efficiency limit of IBSCs is on par with triple junction solar cells. The team is working on band structure calculations, quantum dot solar cell device design, materials development, and in-depth experimental analysis of the quantum dot superlattice properties using TEM, QE and 2 photon absorption experiments. The team will be targeting the demonstration of a 20% IBSC with no open circuit voltage loss."
Hot Carrier Collection in Thin Film Silicon With Tailored Nanocrystalline/Amorphous Structure,Colorado School of Mines,DE-EE0005326,Photovoltaics,node/790881,Funding Opportunity,Next Generation Photovoltaic Technologies 2,NextGen 2,Inactive,9/1/2011,6/30/2016,"$1,412,364.00 ",$0.00 ,Golden,CO,80401,node/790976,39.715877,-105.231183,Reuben Collins,"The goal of this project is to develop a new approach to the synthesis of hydrogenated nanocrystalline silicon (nc-Si:H), which exploits hot-carrier collection as a way of boosting conversion. By using a novel gas-phase plasma process, the research team is creating engineered films that incorporate quantum-confined Si nanocrystals with tailored surface termination. These engineered composites of amorphous and nanocrystalline Si have the potential to dramatically increase the efficiency of single junction and multijunction thin-film Si solar cells by mitigating photo-induced degradation, increasing absorption, and offering the possibility of hot-carrier devices."
